packet_count,byte_count,flow_duration,connection_count,request_frequency,failed_connection_count,source_port,destination_port,protocol,direction,device_id,source_ip,destination_ip,threat_label
6,11232,4.8746767966800375,407,31.830593382890566,72,45220,1724,TCP,outbound,3,10.20.2.40,198.51.100.12,Port Scan
305,453776,260.85181161610797,5,10.58906051263379,2,62883,443,UDP,outbound,1,10.20.1.20,198.51.100.16,Normal
29,9434,7.476279931975674,279,39.92995058460106,330,14259,617,TCP,outbound,10,10.20.4.20,198.51.100.18,Port Scan
46,80339,52.808364877760816,94,5.646433720336629,23,19781,22,TCP,inbound,10,10.20.4.10,198.51.100.12,Brute Force
108,59376,38.77418506850995,87,6.571507243097845,89,63463,22,TCP,outbound,7,10.20.1.10,198.51.100.25,Brute Force
1555,393215,290.6366112586585,4,4.6084870726377325,2,29210,53,UDP,outbound,8,10.20.1.40,198.51.100.10,Normal
8578,32456090,1174.9517957946416,11,15.80630341718492,0,33061,443,ICMP,outbound,2,10.20.3.10,198.51.100.16,Data Exfiltration
5940,2841027,20.81949961162108,490,619.4190403759727,27,29892,8080,UDP,inbound,7,10.20.2.30,198.51.100.27,DDoS
66,54206,63.676257584370205,64,33.30355278515611,45,24795,23,TCP,inbound,2,10.20.2.20,198.51.100.29,Brute Force
12,11053,10.570104942535634,128,96.04438948910202,319,5310,785,TCP,outbound,12,10.20.1.20,198.51.100.27,Port Scan
526,36817355,792.1304413349607,11,1.2428987012124695,3,29947,8443,TCP,outbound,12,10.20.3.20,198.51.100.18,Data Exfiltration
21060,15840851,68.67566224167092,556,263.27642373646177,47,16050,53,UDP,inbound,12,10.20.1.10,198.51.100.25,DDoS
7278,10780791,950.2910127349745,13,15.518521290463015,4,2458,443,TCP,outbound,1,10.20.2.10,198.51.100.10,Data Exfiltration
1354,17825,219.6059330844925,6,0.125528146169047,0,58407,443,TCP,outbound,5,10.20.4.30,198.51.100.20,Normal
26254,21397988,14.538734159060887,808,136.17653314748395,54,40654,443,TCP,inbound,12,10.20.4.40,198.51.100.14,DDoS
1665,892862,95.49971810865777,5,13.238233758956733,0,36367,443,TCP,outbound,6,10.20.4.20,198.51.100.21,Normal
9,13866,8.486081556444775,191,88.7108720942999,247,6727,1855,TCP,outbound,8,10.20.2.40,198.51.100.28,Port Scan
41,34363,65.63442992620438,26,21.710787089327148,156,2645,21,TCP,outbound,5,10.20.3.30,198.51.100.10,Brute Force
21860,9735892,11.214615041920787,1729,217.95460646041124,58,53370,8080,UDP,inbound,8,10.20.1.20,198.51.100.20,DDoS
1627,1034919,18.382163060219895,2,6.61294399466326,0,42574,123,TCP,outbound,6,10.20.2.40,198.51.100.24,Normal
1173,194197,105.65686851057946,6,2.1398446181702915,0,32368,8443,TCP,outbound,7,10.20.4.10,198.51.100.23,Normal
21,5410,6.332223454600429,358,53.489489587525945,236,9690,492,TCP,outbound,1,10.20.2.10,198.51.100.15,Port Scan
1691,857200,103.04141832696939,1,7.6177790513040575,2,35446,123,UDP,outbound,12,10.20.2.40,198.51.100.23,Normal
24,16297,44.159528914568526,69,26.30451567405734,56,57856,23,TCP,inbound,5,10.20.3.30,198.51.100.27,Brute Force
10870,8939612,23.113811733730806,14,10.126256586514254,0,58999,8080,UDP,outbound,3,10.20.4.20,198.51.100.22,Data Exfiltration
1507,654779,45.08568340820097,4,5.792741973018854,0,23656,123,UDP,outbound,10,10.20.3.40,198.51.100.18,Normal
27,356,2.6531101466476263,225,99.71655401197012,23,21234,2039,TCP,outbound,3,10.20.4.10,198.51.100.19,Port Scan
105,3332,56.137190172489206,69,26.860816966128652,79,4969,23,TCP,outbound,9,10.20.1.10,198.51.100.26,Brute Force
7,6894,10.65366159740894,128,77.29249678977986,80,49872,1779,TCP,outbound,1,10.20.3.20,198.51.100.22,Port Scan
27,6146,4.745876326659988,165,27.771195434970984,363,49335,220,TCP,outbound,9,10.20.2.30,198.51.100.23,Port Scan
133,89444,58.718023958891635,168,19.605982368894207,60,29503,23,TCP,outbound,12,10.20.3.10,198.51.100.13,Brute Force
3111,3847204,208.40366703919233,11,19.58050142745661,4,59779,8080,TCP,outbound,4,10.20.4.30,198.51.100.27,Data Exfiltration
5007,52578516,99.3014485004943,2,2.655663863969436,1,9020,443,TCP,outbound,12,10.20.1.20,198.51.100.11,Data Exfiltration
23,13647,10.508212216927026,241,9.546808095945607,163,35295,1401,TCP,outbound,9,10.20.2.30,198.51.100.27,Port Scan
40,10695,64.91661936153217,94,5.301516316999571,114,42657,23,TCP,outbound,3,10.20.4.20,198.51.100.28,Brute Force
784,992441,53.15840767701778,2,2.015150309589098,0,38133,8443,TCP,outbound,8,10.20.2.30,198.51.100.22,Normal
2027,52033198,2203.9319225675745,8,24.640464598802588,2,29160,443,TCP,outbound,1,10.20.4.30,198.51.100.21,Data Exfiltration
1051,65223306,1772.2870984056635,23,21.804798436544775,0,20902,8443,UDP,outbound,6,10.20.3.40,198.51.100.27,Data Exfiltration
84,31918,63.491943568710816,147,27.417656708684287,142,12512,21,TCP,inbound,8,10.20.1.10,198.51.100.26,Brute Force
15312,24457565,67.60112201024009,578,876.6105314206903,33,43913,8080,UDP,inbound,2,10.20.2.40,198.51.100.23,DDoS
10043,29189947,1099.1566480720223,21,5.893311744901552,1,10855,8443,TCP,outbound,5,10.20.3.10,198.51.100.17,Data Exfiltration
999,467091,197.38355677231283,6,2.950216389953388,2,13074,8443,TCP,inbound,1,10.20.2.10,198.51.100.27,Normal
25,3795,11.787464994012637,58,93.40643873461633,59,53836,552,TCP,outbound,3,10.20.1.10,198.51.100.18,Port Scan
4683,51668644,1923.6386762184325,17,23.07314417078921,3,59876,8080,TCP,outbound,2,10.20.1.20,198.51.100.16,Data Exfiltration
12,25439,41.00806426792574,151,32.112835758075605,85,64818,22,TCP,outbound,12,10.20.4.40,198.51.100.29,Brute Force
5842,21192503,44.799130174657584,182,850.4972280442639,3,37905,8443,UDP,inbound,5,10.20.4.20,198.51.100.18,DDoS
14,73910,50.83836300487965,25,30.26893376015056,116,50983,21,TCP,outbound,3,10.20.1.30,198.51.100.16,Brute Force
923,1011701,167.4591578150105,7,2.608416309990724,0,46796,8080,TCP,outbound,3,10.20.1.20,198.51.100.29,Normal
1475,177943,161.03122635025878,6,11.679464904835747,2,21644,8080,TCP,outbound,4,10.20.3.20,198.51.100.16,Normal
2397,40806980,1300.0031434895704,6,17.984413236605498,1,39981,8080,UDP,outbound,10,10.20.2.10,198.51.100.12,Data Exfiltration
11,14621,11.27723456615364,262,42.29228566862959,93,34412,1946,TCP,outbound,8,10.20.1.40,198.51.100.14,Port Scan
1105,529427,72.51972913766375,7,12.02824951355267,0,9497,123,UDP,outbound,5,10.20.4.40,198.51.100.18,Normal
298,28985912,2240.645099618966,19,23.281972648995147,2,58375,8080,UDP,outbound,7,10.20.1.40,198.51.100.18,Data Exfiltration
140,55877,39.59672233570923,52,32.08957948973104,62,51403,22,TCP,outbound,12,10.20.3.40,198.51.100.19,Brute Force
24,16435,4.021381692185018,412,14.610373698138725,242,15526,721,TCP,outbound,12,10.20.4.30,198.51.100.18,Port Scan
1326,17437225,56.82171126777892,660,753.6804933851844,50,23557,8443,UDP,inbound,11,10.20.3.10,198.51.100.18,DDoS
8607,635135,46.973962950019484,722,650.9846033211329,34,50808,8443,UDP,inbound,10,10.20.4.20,198.51.100.16,DDoS
10901,1881850,19.097699037121913,685,440.7534925364536,47,44929,8080,UDP,inbound,4,10.20.2.10,198.51.100.21,DDoS
8308,12838313,1656.358289794776,16,2.922489427928345,3,64786,22,TCP,outbound,11,10.20.2.10,198.51.100.26,Data Exfiltration
945,35609,359.48136478280423,4,6.240618952600184,0,40030,17812,TCP,outbound,3,10.20.1.30,198.51.100.21,Normal
3991,13023544,52.411476489325786,499,168.70681072515063,39,58707,80,UDP,inbound,2,10.20.3.10,198.51.100.11,DDoS
12416,19590655,62.00298224169756,1429,742.4578638332375,71,63108,8080,UDP,inbound,8,10.20.4.10,198.51.100.10,DDoS
1393,23323801,1873.4950913580346,21,9.504564272654056,1,61032,22,TCP,outbound,7,10.20.3.10,198.51.100.23,Data Exfiltration
27610,13488683,31.827339689439853,1547,556.2424866944801,4,23161,443,UDP,inbound,1,10.20.3.20,198.51.100.11,DDoS
65,25631,2.424161151514073,139,20.060520641517062,42,35406,23,TCP,outbound,8,10.20.2.40,198.51.100.16,Brute Force
1618,1036826,304.292913468458,2,8.285040421929553,0,35673,443,TCP,outbound,5,10.20.1.10,198.51.100.21,Normal
10215,5102246,17.355472829635115,1782,211.68485531142144,36,40799,8080,UDP,inbound,8,10.20.4.10,198.51.100.22,DDoS
13,11803,10.882028700716806,437,15.54764198392396,42,15428,1512,TCP,inbound,9,10.20.1.30,198.51.100.28,Port Scan
4388,18687215,80.22795230625208,1522,611.3169157616596,17,10503,443,TCP,inbound,2,10.20.3.10,198.51.100.27,DDoS
23329,11400543,17.746798550749094,1453,178.05784589774584,50,17730,8080,UDP,inbound,6,10.20.1.40,198.51.100.19,DDoS
78,31083,7.794640013371156,54,17.662538781639377,86,8156,21,TCP,outbound,11,10.20.2.40,198.51.100.21,Brute Force
102,91658,10.729791527488064,20,23.993977452605932,104,52369,23,TCP,outbound,8,10.20.1.10,198.51.100.17,Brute Force
4,4686,6.602646377213643,44,76.26633528327508,106,36094,1826,TCP,outbound,6,10.20.4.30,198.51.100.25,Port Scan
83,17256,11.481879433028778,138,15.012913686155276,105,54069,22,TCP,outbound,12,10.20.2.10,198.51.100.18,Brute Force
1077,9540,274.78249527700257,2,1.1213602423135005,1,62297,443,TCP,inbound,8,10.20.2.40,198.51.100.15,Normal
76,23546,64.25813161249428,144,34.07063852510284,7,16929,22,TCP,inbound,10,10.20.4.40,198.51.100.22,Brute Force
1193,395445,83.77467378382755,2,0.8070585403532262,2,4972,443,TCP,outbound,12,10.20.2.40,198.51.100.21,Normal
426,844456,169.90070351811593,7,2.8667558748863295,0,15682,80,TCP,outbound,4,10.20.1.30,198.51.100.18,Normal
21,5293,1.193189613963661,72,67.76136359974333,371,30491,1284,TCP,outbound,4,10.20.2.10,198.51.100.25,Port Scan
8541,771641,10.31800444060158,785,259.8615243283896,55,60430,53,UDP,inbound,5,10.20.4.10,198.51.100.24,DDoS
1617,59750395,428.47966703139315,16,21.119881373594964,2,44105,8443,TCP,outbound,5,10.20.1.40,198.51.100.22,Data Exfiltration
1196,64704885,1654.245815735557,12,4.652385925859701,0,39117,443,TCP,outbound,1,10.20.2.10,198.51.100.15,Data Exfiltration
128,36795,38.778236991035016,113,8.111044296160856,119,55349,3389,TCP,outbound,4,10.20.3.30,198.51.100.29,Brute Force
555,244744,271.2811059142326,2,10.218117876897336,2,24871,8080,TCP,outbound,3,10.20.3.10,198.51.100.10,Normal
64,32794,6.3813940399784554,46,13.821153038896533,63,20837,22,TCP,outbound,7,10.20.3.40,198.51.100.21,Brute Force
25,9467,8.877785197240899,198,37.70184849322837,151,22126,1933,TCP,outbound,11,10.20.4.20,198.51.100.12,Port Scan
12,6339,8.574788281754955,359,51.301666933013564,360,29836,57,TCP,outbound,3,10.20.2.10,198.51.100.18,Port Scan
51,18882,45.9488710775993,45,7.9017325634752575,24,40712,23,TCP,outbound,4,10.20.3.20,198.51.100.26,Brute Force
17451,16222137,18.64566328308581,1110,705.4707109202247,17,57367,8080,UDP,inbound,2,10.20.2.10,198.51.100.18,DDoS
16,9097,2.8915509645334563,244,10.790627719444743,352,17719,1099,TCP,outbound,8,10.20.4.40,198.51.100.18,Port Scan
8005,11957375,1313.1965938987148,12,24.668737025487115,2,37401,8443,UDP,outbound,2,10.20.2.10,198.51.100.14,Data Exfiltration
979,637533,272.76165591963496,8,11.558937875887809,1,33060,8080,TCP,outbound,12,10.20.1.10,198.51.100.14,Normal
1096,608702,39.631668841196976,8,4.910642253267523,2,38279,8443,TCP,inbound,8,10.20.1.30,198.51.100.21,Normal
937,764041,100.83145270886118,2,1.7511063974148606,0,29947,443,UDP,outbound,3,10.20.3.20,198.51.100.18,Normal
94,48105,73.11159819566502,55,10.08163532519665,29,51669,3389,TCP,outbound,7,10.20.3.40,198.51.100.12,Brute Force
5532,25590042,806.2401469870665,15,14.286325078076207,0,16552,22,UDP,outbound,5,10.20.2.40,198.51.100.11,Data Exfiltration
158,73515,64.88798562096702,162,9.155105852826404,48,30841,3389,TCP,outbound,1,10.20.4.20,198.51.100.15,Brute Force
152,82217,75.20636256713817,159,16.225413844642546,148,47689,23,TCP,outbound,11,10.20.3.20,198.51.100.14,Brute Force
15337,17926705,23.28042269987622,1319,727.4946148858403,11,11702,8443,TCP,inbound,5,10.20.1.30,198.51.100.21,DDoS
118,79402,50.70398331825167,13,28.071524363752264,23,43285,22,TCP,outbound,6,10.20.3.40,198.51.100.27,Brute Force
1452,534526,211.02228937391325,4,11.404919446970357,1,26273,80,TCP,outbound,4,10.20.4.10,198.51.100.23,Normal
8352,7192444,417.7602490986228,21,20.92828111275898,3,23800,22,TCP,outbound,6,10.20.4.20,198.51.100.10,Data Exfiltration
1739,1086339,214.48877447401313,2,1.0937322122331379,1,51744,30575,TCP,outbound,7,10.20.3.20,198.51.100.23,Normal
3173,6252615,21.652764093531715,1081,539.3762015052283,50,2416,8080,TCP,inbound,2,10.20.2.10,198.51.100.14,DDoS
3,3607,2.904408373455823,242,46.27865672693621,356,31706,1658,TCP,outbound,6,10.20.3.40,198.51.100.10,Port Scan
36,6661,22.236539614770788,94,12.775161792835597,39,25583,3389,TCP,outbound,3,10.20.1.20,198.51.100.27,Brute Force
107,23063,68.26990038423219,72,9.627144078291922,109,5314,23,TCP,outbound,1,10.20.1.10,198.51.100.25,Brute Force
22,4109,1.135442692778268,189,15.803694215257703,84,64670,618,TCP,outbound,11,10.20.2.20,198.51.100.29,Port Scan
23,10743,3.191248323730757,338,85.13249040702512,173,26557,1061,TCP,outbound,2,10.20.1.40,198.51.100.22,Port Scan
19391,23510890,39.81800284292176,1589,312.705734040743,54,39565,80,UDP,inbound,11,10.20.1.30,198.51.100.12,DDoS
28859,16532630,20.12073241439038,821,548.9540967343659,17,38410,8443,TCP,inbound,3,10.20.3.30,198.51.100.23,DDoS
13943,11713363,37.348679193899265,518,815.326515439312,17,44312,443,TCP,inbound,10,10.20.2.30,198.51.100.15,DDoS
4,5285,7.089130065088118,64,40.258641887266606,395,47655,1260,TCP,outbound,4,10.20.3.10,198.51.100.26,Port Scan
1441,3899846,58.19273906494492,691,858.6970888079588,37,6703,8080,UDP,inbound,9,10.20.3.40,198.51.100.18,DDoS
527,853940,227.79162428529654,3,1.0193311932159377,1,38736,443,TCP,outbound,8,10.20.3.20,198.51.100.13,Normal
24,1662,4.200168249423801,264,11.929474095371871,78,26103,705,TCP,outbound,6,10.20.4.20,198.51.100.15,Port Scan
7,12135,6.170977159238776,156,33.41249308190476,21,14129,1072,TCP,outbound,5,10.20.3.10,198.51.100.10,Port Scan
7,6735,19.699272503436866,51,7.302806583258153,46,36292,21,TCP,outbound,12,10.20.1.10,198.51.100.26,Brute Force
10989,69187389,558.2530195350554,22,7.795366810604002,0,12611,22,TCP,outbound,6,10.20.2.30,198.51.100.18,Data Exfiltration
13,9411,9.55202672651774,218,11.897211433168945,91,44331,1626,TCP,outbound,6,10.20.1.20,198.51.100.18,Port Scan
932,268044,207.8452659431834,3,5.511721984041622,2,53288,53,TCP,outbound,6,10.20.2.20,198.51.100.10,Normal
4421,62358760,2085.9288573840004,4,13.392331013079259,0,51373,22,UDP,outbound,9,10.20.3.40,198.51.100.10,Data Exfiltration
14,4820,8.613668697867112,19,13.31870775639325,53,62071,805,TCP,outbound,10,10.20.4.10,198.51.100.21,Port Scan
1,8256,1.7807522616441103,86,92.00753750390253,313,17328,400,TCP,outbound,9,10.20.3.10,198.51.100.25,Port Scan
72,30518,76.95156711683089,159,12.958852226974967,58,11711,23,TCP,inbound,12,10.20.3.30,198.51.100.23,Brute Force
1506,12014607,1176.844155167669,19,3.2373112888571547,3,40046,8443,TCP,outbound,2,10.20.1.20,198.51.100.18,Data Exfiltration
3,92644,38.75656034367015,56,3.897610916014842,27,37164,22,TCP,outbound,7,10.20.2.20,198.51.100.27,Brute Force
10234,522526,52.12630361942043,787,898.6100081463161,40,58229,8443,UDP,inbound,7,10.20.4.30,198.51.100.12,DDoS
21,13300,7.966125461768056,107,25.7736383632204,342,16300,12,TCP,inbound,8,10.20.1.20,198.51.100.24,Port Scan
1570,588047,40.98056466690189,5,6.24200891757711,2,38645,123,TCP,outbound,11,10.20.1.30,198.51.100.11,Normal
1,14056,7.008945493362208,254,89.40928545884698,287,36759,1020,TCP,outbound,7,10.20.3.20,198.51.100.27,Port Scan
1301,693866,220.40500412415048,1,11.939432448001781,0,12598,443,TCP,outbound,12,10.20.1.30,198.51.100.15,Normal
5032,41068133,45.564525402999735,7,11.25256954252269,3,25603,22,TCP,outbound,12,10.20.1.40,198.51.100.15,Data Exfiltration
29,46016,11.684972644074133,178,24.657582020323474,57,54209,23,TCP,inbound,9,10.20.4.40,198.51.100.14,Brute Force
9821,45620966,2360.582630811346,5,0.6726008644252534,1,31202,443,UDP,outbound,12,10.20.3.30,198.51.100.29,Data Exfiltration
7,11143,11.14226382808567,349,93.659293636823,180,37055,1341,TCP,outbound,7,10.20.1.10,198.51.100.18,Port Scan
19,14486,10.020893021769455,172,86.59775008436735,277,6459,1590,TCP,inbound,2,10.20.2.10,198.51.100.27,Port Scan
2711,66820328,2326.2571871827604,9,16.088171684728792,2,6754,8443,TCP,outbound,4,10.20.2.10,198.51.100.19,Data Exfiltration
2929,44690021,608.3910570534291,18,16.986349365620978,1,19311,22,UDP,outbound,9,10.20.3.10,198.51.100.26,Data Exfiltration
349,1038640,358.4010233921919,2,4.046550519374741,1,24025,123,UDP,outbound,11,10.20.4.40,198.51.100.20,Normal
6951,65379517,1365.1413052197845,2,19.184538918724744,0,31530,8080,UDP,outbound,5,10.20.3.40,198.51.100.18,Data Exfiltration
18,11941,2.289663902971228,102,71.56690262795169,344,33943,825,TCP,outbound,9,10.20.3.30,198.51.100.18,Port Scan
7,17655,1.5425430348434852,51,26.115470063962746,332,43692,676,TCP,inbound,6,10.20.1.10,198.51.100.12,Port Scan
112,63986,22.466395272795587,28,19.796940174105966,12,10415,21,TCP,outbound,12,10.20.4.10,198.51.100.14,Brute Force
28,7849,11.146492824206755,28,93.123734064429,136,57103,1317,TCP,outbound,3,10.20.2.40,198.51.100.19,Port Scan
6260,48754556,1524.6229836926552,5,20.05926852091653,4,29180,22,TCP,outbound,2,10.20.3.10,198.51.100.19,Data Exfiltration
562,320370,246.47693099889347,2,4.225994698488062,0,61113,8443,TCP,outbound,10,10.20.1.10,198.51.100.17,Normal
145,94124,53.93396463834527,166,22.873356598754313,141,49891,23,TCP,outbound,12,10.20.3.20,198.51.100.12,Brute Force
15,17771,9.281058513538884,247,98.15937565572546,294,20737,1114,TCP,outbound,2,10.20.2.30,198.51.100.11,Port Scan
289,649988,68.12327672135618,3,7.153257461691742,0,55680,8443,TCP,outbound,6,10.20.3.20,198.51.100.16,Normal
25005,10586155,9.585091306190918,1255,500.328087273377,40,52672,53,UDP,inbound,3,10.20.1.40,198.51.100.23,DDoS
5706,20501917,56.27523185372561,190,469.4388995495881,55,38192,8080,UDP,inbound,1,10.20.3.10,198.51.100.10,DDoS
91,32189,8.457078781332646,104,32.1176554623392,31,30612,22,TCP,outbound,8,10.20.4.40,198.51.100.18,Brute Force
9881,27763402,829.8860690380017,17,16.04222325408032,0,17284,22,UDP,outbound,5,10.20.2.20,198.51.100.25,Data Exfiltration
7573,8902310,8.906999534534101,1764,395.5227684799947,12,38959,53,UDP,inbound,3,10.20.2.40,198.51.100.24,DDoS
2143,74553721,1104.9306048599972,17,22.70543138453592,4,16036,22,TCP,outbound,9,10.20.4.10,198.51.100.20,Data Exfiltration
12815,12639060,78.52799104061067,1218,40.96302093659364,17,30107,8443,TCP,inbound,4,10.20.2.10,198.51.100.29,DDoS
1602,338420,75.22650077730925,3,8.803336663961813,0,57920,443,TCP,outbound,6,10.20.2.30,198.51.100.10,Normal
8037,57609008,1649.6150586389995,9,19.18687991584288,4,22127,8443,TCP,outbound,4,10.20.2.20,198.51.100.22,Data Exfiltration
648,984361,20.974688367561765,5,1.973541673578248,2,13995,80,TCP,outbound,7,10.20.2.20,198.51.100.17,Normal
12,11774,11.352636544210352,330,49.70840056001287,237,1756,1395,TCP,inbound,1,10.20.3.10,198.51.100.24,Port Scan
1596,833989,132.61825429451858,2,13.26633715726276,2,22870,80,TCP,outbound,1,10.20.2.40,198.51.100.16,Normal
391,64618331,23.971484121780733,17,8.583788412668888,3,20752,8443,TCP,outbound,4,10.20.4.10,198.51.100.17,Data Exfiltration
51,11708,6.74163436675445,126,30.646837400467238,153,16873,22,TCP,outbound,1,10.20.2.10,198.51.100.20,Brute Force
25093,15135674,30.12681370489792,1195,332.980232782799,18,36619,8080,TCP,inbound,6,10.20.3.40,198.51.100.22,DDoS
1146,394914,224.28982669371777,1,9.867217649431412,0,30709,123,TCP,outbound,6,10.20.2.40,198.51.100.27,Normal
147,41934,70.2221585155446,91,22.813104607826805,94,33816,22,TCP,outbound,3,10.20.3.10,198.51.100.13,Brute Force
64,47075,8.35283132617004,13,13.770694461537145,76,21120,21,TCP,outbound,2,10.20.1.10,198.51.100.13,Brute Force
119,60236,29.881898418906804,112,19.02368808094345,73,37303,23,TCP,outbound,5,10.20.2.10,198.51.100.13,Brute Force
23005,9453813,68.62517121988081,1133,464.9841138178615,14,7191,8443,UDP,inbound,8,10.20.1.20,198.51.100.17,DDoS
27,32479,8.65696451600611,128,10.018185253371469,114,4312,23,TCP,outbound,5,10.20.2.10,198.51.100.28,Brute Force
29,6239,2.7951902598571734,296,58.815988675503206,267,38865,398,TCP,outbound,5,10.20.3.20,198.51.100.16,Port Scan
10141,55287208,48.277635019161146,23,10.34324912011293,0,14522,443,UDP,outbound,2,10.20.2.40,198.51.100.11,Data Exfiltration
5,12059,4.289369008269243,152,86.04297295831468,361,40358,224,TCP,outbound,8,10.20.1.20,198.51.100.10,Port Scan
26,5011,0.9187662138095508,192,36.360981767860444,160,51667,1900,TCP,outbound,2,10.20.3.20,198.51.100.21,Port Scan
28,8585,6.006452772326991,98,24.19747992455352,101,49509,3389,TCP,outbound,11,10.20.3.10,198.51.100.12,Brute Force
13,14351,5.372265091840785,431,66.90885353206166,131,31122,93,TCP,outbound,6,10.20.1.40,198.51.100.12,Port Scan
8937,16004379,2224.925088319607,23,3.375170166371915,3,57609,443,TCP,outbound,5,10.20.3.30,198.51.100.28,Data Exfiltration
309,618735,123.94377913932897,4,0.3586918604736229,2,16306,443,TCP,outbound,12,10.20.3.10,198.51.100.21,Normal
1059,1032380,310.98433255031483,5,5.125581880737511,0,41283,443,UDP,inbound,10,10.20.1.10,198.51.100.14,Normal
884,898755,151.16521873577753,6,13.67338146343423,0,34257,80,TCP,inbound,11,10.20.3.10,198.51.100.19,Normal
538,283195,327.653582219255,4,10.064795497771781,0,37622,8080,TCP,outbound,8,10.20.2.20,198.51.100.28,Normal
11,5931,10.468279285294297,428,72.48280449982282,330,47981,1845,TCP,outbound,7,10.20.3.30,198.51.100.18,Port Scan
20,76041,79.81882036009821,78,27.823496619385025,149,7232,21,TCP,outbound,6,10.20.3.20,198.51.100.10,Brute Force
25,6029,10.210460348034635,264,71.79753314292122,344,33110,1328,TCP,outbound,7,10.20.1.30,198.51.100.24,Port Scan
16,15638,5.799891578204222,177,29.52637833241627,218,8066,121,TCP,outbound,7,10.20.3.40,198.51.100.15,Port Scan
27999,2830033,17.175524479340293,1212,667.5142381899954,21,24924,80,TCP,inbound,7,10.20.2.30,198.51.100.23,DDoS
1171,35913,80.0187847379564,1,10.902399836919997,0,47560,80,TCP,outbound,3,10.20.4.10,198.51.100.16,Normal
106,31535,47.353929151842536,127,34.921959253608414,100,15363,22,TCP,outbound,3,10.20.3.40,198.51.100.10,Brute Force
127,44310,42.81956741515048,93,6.6744633063399785,64,45780,22,TCP,inbound,11,10.20.1.10,198.51.100.12,Brute Force
158,93805,38.61680152756341,10,32.878838925592106,62,21237,22,TCP,outbound,12,10.20.4.20,198.51.100.18,Brute Force
22112,17919268,67.8621956089728,1725,317.73246625555703,26,55593,80,UDP,inbound,1,10.20.4.30,198.51.100.28,DDoS
112,75407,39.86289583900083,145,15.131906839264378,12,55952,22,TCP,outbound,1,10.20.1.40,198.51.100.14,Brute Force
8343,6337207,16.0983540588841,1295,868.8591658612121,61,17403,8443,TCP,inbound,10,10.20.1.10,198.51.100.24,DDoS
105,83810,38.67568793386203,90,15.824586689421848,145,55801,22,TCP,outbound,11,10.20.4.40,198.51.100.18,Brute Force
4750,35012626,2078.9012775916617,2,10.481385695225411,3,27230,22,TCP,outbound,2,10.20.1.10,198.51.100.21,Data Exfiltration
9009,19677252,34.14223947321554,620,240.87964801049478,45,6000,443,TCP,inbound,11,10.20.1.40,198.51.100.21,DDoS
6543,39400243,748.522121279604,17,8.32166378826198,3,49950,22,ICMP,outbound,2,10.20.4.30,198.51.100.22,Data Exfiltration
7559,24515291,85.49033726616555,262,701.4499652176357,77,27434,8080,TCP,inbound,5,10.20.2.40,198.51.100.19,DDoS
1628,790365,100.5381608483007,7,9.809111814148288,0,37667,14382,TCP,outbound,2,10.20.4.40,198.51.100.14,Normal
26602,12352642,45.12267641005262,192,751.8651468672648,54,45578,80,TCP,inbound,4,10.20.2.30,198.51.100.27,DDoS
9912,58355306,2005.3035672544047,13,11.758862804180653,3,64596,22,TCP,outbound,10,10.20.3.40,198.51.100.14,Data Exfiltration
2,3333,3.6186632933216245,136,57.953030330742685,219,39546,1977,TCP,outbound,6,10.20.1.20,198.51.100.14,Port Scan
28872,21548458,41.24103728673297,722,158.10440361626786,63,10733,8443,UDP,inbound,11,10.20.4.30,198.51.100.22,DDoS
8216,23510584,54.844289324129086,548,266.96037192266954,6,59387,8080,UDP,inbound,1,10.20.2.30,198.51.100.29,DDoS
8,17052,9.864066102102838,262,62.36567440287196,101,45505,798,TCP,inbound,3,10.20.1.40,198.51.100.11,Port Scan
1798,444067,3.471648042472835,6,2.0909344460701416,0,13268,53,TCP,outbound,11,10.20.4.20,198.51.100.13,Normal
100,57854,52.31660849961349,177,32.40512318034858,137,40538,21,TCP,outbound,5,10.20.2.20,198.51.100.26,Brute Force
1038,376347,282.98329674524734,3,6.166688588202033,1,36008,8443,TCP,inbound,12,10.20.3.10,198.51.100.29,Normal
17321,18773138,78.69240996928548,1084,453.3248681339321,17,60712,80,TCP,inbound,12,10.20.1.20,198.51.100.11,DDoS
11,433,2.311880461959728,219,41.193084981423475,41,43167,608,TCP,outbound,11,10.20.4.30,198.51.100.19,Port Scan
3652,63301850,511.500344195028,18,6.843973352845503,3,47089,443,TCP,outbound,5,10.20.3.30,198.51.100.28,Data Exfiltration
28,49290,44.519300209711375,172,18.139398024287154,86,44416,23,TCP,inbound,8,10.20.1.10,198.51.100.29,Brute Force
4,11331,0.8575437206098461,185,8.376297433568292,345,60183,817,TCP,outbound,3,10.20.1.40,198.51.100.25,Port Scan
2638,34106845,878.7904122582619,22,20.378739130989658,1,41109,8443,TCP,outbound,6,10.20.3.30,198.51.100.25,Data Exfiltration
7686,9763649,587.9804670161187,17,17.557323826130624,4,18343,22,TCP,outbound,8,10.20.2.30,198.51.100.16,Data Exfiltration
12,15783,9.484655062077476,354,64.22334168938012,258,1658,1532,TCP,outbound,7,10.20.2.10,198.51.100.27,Port Scan
37,57674,3.531976378072317,8,1.0797785955338328,124,22355,23,TCP,inbound,1,10.20.3.20,198.51.100.27,Brute Force
8,8811,3.505388128292044,190,19.23417670054819,390,57165,15,TCP,outbound,12,10.20.1.30,198.51.100.15,Port Scan
